FEN,Move
r2q1rk1/ppp3p1/3p1n1p/2nPp3/2P1P1b1/P1P2N2/2Q1B1PP/R1B2RK1 b - - 4 15,f6e4
r3q2r/pnp2pk1/bp1p2pp/1N1P4/2P1PR2/2P3P1/P2QB2P/5RK1 b - - 8 22,a6b5
r4rk1/pb3p1n/1ppp4/4pP2/4P2P/1PNP4/1PP3P1/2KR3R w - - 1 20,g2g4
rnbqk2r/pp2ppbp/2p3p1/4N3/8/2NB4/PPPB1PPP/R2QK2R b KQkq - 0 9,g7e5
5n2/1pp5/3b4/p3p1k1/4P3/P1PP3R/1P6/6K1 w - - 0 33,b2b4
8/3nk3/5n1p/5pB1/2p5/2R5/rPP2PPP/2KR4 w - - 0 25,c3a3
8/8/8/3kPp2/BPp5/4K3/P1P4P/8 b - - 0 38,d5e5
5r1k/7p/p2pR1p1/5p2/2Pb4/3p2P1/Pr3PKP/8 w - - 1 34,e6d6
6k1/2p2pp1/1p1qr2p/pP2N3/3Pn3/1P1Q3P/1P3PP1/2R3K1 b - - 4 28,e6e5
rn3r1k/pbp1b2p/1p2B2p/8/8/2N2N1P/PPP3P1/3R1RK1 w - - 1 16,a2a3
3q1rk1/pp4pp/2p5/3p1r2/1P6/P1PQ3P/4RPP1/5RK1 b - - 4 22,h7h6
r1b1k2r/ppppqppp/5n2/4P3/8/2Q2P2/PP4PP/RNB1KBNR b KQkq - 0 9,f6d5
4qr2/pp4k1/1np1prp1/3pN2p/3P1P1P/2P1N1Q1/PP3R2/5RK1 b - - 14 33,g7h8
8/4pk1p/1Q1p2p1/3P1p2/3BrP2/7P/6P1/5RK1 w - - 3 35,d4a1
8/6k1/1p2q2p/p1p5/6PP/2PQ3K/1P6/8 b - - 0 41,h6h5
r1bqr1k1/1pppbpp1/p1B4p/4p3/4P3/P2PBN1P/1PP2PP1/R2Q1RK1 b - - 0 12,d7c6
rnbq1rk1/5pbp/p2p1np1/1p1Pp3/4P3/2N1B3/PP1NBPPP/R2QK2R w KQ - 0 11,d1b3
r1b1k2r/pppp1p1p/6p1/6q1/3P4/3K3P/PPB1N2P/1N5R b kq - 2 17,a7a6
6k1/p3B1p1/1p2pp2/3q4/6QP/Pr3NP1/5PK1/8 b - - 1 34,g8f7
rnbq1rk1/ppp2ppp/8/3N3n/8/3P1P2/PbP1Q2P/R3KBNR b KQ - 0 11,d8d5
8/R7/8/3p4/8/3kPK2/3q3P/8 b - - 3 64,d2e3
r2qkb1r/pp3ppp/3ppn2/2p3B1/2BnP1b1/P1PP1N2/1P1N1PPP/R2QK2R b KQkq - 0 8,d4c6
3r1rk1/1b3ppp/4pn2/p3q3/P1N1P3/2P1bP1P/1PQ1B1P1/R4RK1 w - - 0 20,c4e3
8/p1p5/3k4/4pP2/6K1/1P1r4/P4R2/8 b - - 2 37,d6e7
rn1qk2r/pp1bbppp/4pn2/2pp4/3P4/2P1PNP1/PP3PBP/RNBQ1RK1 w kq - 0 8,d4c5
3r2k1/pp3ppp/8/1N2b1q1/4P1b1/3K4/PP3PPP/n4B1R w - - 10 20,d3c4
r4rk1/pp3pb1/2p1p2p/6p1/8/1PN1RPB1/P1n2P1P/3R2K1 w - - 0 20,e3e4
r4rk1/p1p2pp1/7p/2p1p3/Q1P5/4B3/P4PRK/1q6 w - - 0 26,e3h6
r1b2rk1/pp1pppbp/2n3p1/8/3PP3/2N5/PR2NPPP/1B1R2K1 b - - 2 13,d7d6
8/1P6/4k3/3pqp2/8/5K2/8/8 b - - 2 56,d5d4
r4k2/P3Rp1p/4nPp1/6P1/P1p5/6KP/6P1/8 b - - 1 50,e6d8
8/5KP1/7k/8/1p6/1P6/8/8 w - - 3 48,g7g8q
r5r1/p1k1bNpQ/n2p4/2pP4/5R2/P5PP/8/6K1 b - - 0 23,a8b8
r4rk1/1p4pp/5p2/p1p2p2/3P4/q1PNP2P/5PP1/1Q4K1 b - - 0 24,c5d4
r3r1k1/pp3ppp/1bp5/6Nb/3Pq3/1B2P2P/PP3QP1/R3R1K1 b - - 1 19,e4e7
r4rk1/pp3p1p/1q1p1Qp1/4n3/8/1P3NP1/P3PPBP/5RK1 w - - 1 16,f3g5
r4rk1/2p1n1p1/1p1p3p/p1nPpp2/2P2P1q/3Q4/PP3NPP/2R1R1K1 b - - 0 22,h4f2
r2q1rk1/pp1nbpp1/2p1pn1p/3P1b2/3P4/4PN1P/PP1NBPP1/R1BQ1RK1 b - - 0 10,c6d5
r3k2r/pp2bppp/2n2n2/2p1p3/2P1P1b1/P1N2N2/1P3PPP/R1BB1RK1 w kq - 2 11,h2h3
2rq1r2/pb2b1pk/1p3p2/4p3/8/2P3B1/PP3PPP/3R1R1K b - - 1 21,d8e8
3b2k1/R7/8/6p1/4Q3/8/PP2KPP1/8 w - - 1 35,g2g4
Q1b1k1nr/p1pq1ppp/3b4/4p3/8/P1N1PN2/1P1P1PPP/R1B1K2R b KQk - 0 12,g8f6
r2qr1k1/pp3p2/2pp2pB/4n2p/4P2b/2Q3NP/PPP2PP1/R3K2R b KQ - 3 19,h4f6
rn1qk1nr/pp3ppp/2pbp3/3p4/3P4/4PBP1/PPP2P1P/RNBQ1RK1 b kq - 0 7,f7f5
2kr3r/ppq2ppp/n1pbpn2/8/1P1P4/P1P1BBP1/3Q3P/RN3RK1 w - - 1 14,c3c4
5rk1/p5pp/2n1r3/8/8/Q5P1/PP3P1P/3q2K1 w - - 1 25,g1g2
8/p7/8/5K2/kp3P2/6P1/8/8 w - - 0 45,f5g6
8/p3p3/5k2/pKPP2p1/4P3/8/2R5/r7 b - - 2 39,a1b1
r2qk2r/pp1n1pp1/2pp1b1p/4p3/4P1b1/1P1P1N2/PBP1BPPP/R2Q1RK1 b kq - 2 10,d7c5
2q5/p1PR1pk1/r4p1p/8/4Q3/6P1/4PP1P/R5K1 b - - 0 33,a6a1
r2q1rk1/2p1ppbp/p1Qp2p1/1p1P4/4N3/1b6/3R1PPP/2B3K1 w - - 2 20,d2d3
r1b1k2r/pp1p1ppp/2n1p3/q2nP3/1b1P4/5N2/PP1BBPPP/RN1QK2R b KQkq - 6 9,b7b6
2rq1rk1/pp1bbppp/2n5/3ppPP1/4n3/2PBBN1P/PP1N4/R2QK2R w KQ - 0 15,d2e4
rnbqkbnr/5ppp/4p3/p1pP4/1pP5/1P3N2/P3BPPP/RNBQK2R b KQkq - 0 10,d8f6
rnbq1rk1/pp2bppp/5n2/2Pp4/8/2N2NP1/PPP1QP1P/R1B1KB1R b KQ - 0 8,d5d4
r3r1k1/pppq3p/1b2bpp1/3n3Q/1P6/PBN5/1BP2PPP/R4RK1 w - - 0 16,c3d5
2r2rk1/R4ppp/3bp3/1q6/3P4/3BPP1P/1P4K1/5R2 w - - 0 27,d3b5
r3k2r/p1qnbppb/1pp2n1p/2P1pP2/2BP3N/1QN5/PP1B2PP/2R2RK1 b kq - 1 16,e8g8
1r5r/pbp1k3/2p1pnN1/3p4/P2P2p1/2PBP3/1PQ2P2/2KR4 b - - 1 27,e7d7
r1b1k1r1/pppnpp1p/1q1p2p1/8/3NP3/1PPP3P/2PB1PP1/R2QK2R w KQq - 9 14,d4e2
1r1qkb1r/ppp1pppp/2n1b3/1Q6/2Bpn3/8/PPPP1PPP/RNB1K1NR b KQk - 3 8,e4d6
3r3k/1p3qp1/2p3pp/p1Pr4/3PQPP1/1P5P/P2R4/4R1K1 w - - 2 32,e4e3
3rk2r/pRQ2p2/2p2b1p/3q1P2/3p2P1/2P1p1BP/4K3/5R2 b - - 3 31,d5c4
rnb2b1r/ppp3pp/4q3/8/2P5/8/P2k1PPP/1RR3K1 w - - 2 24,c1d1
8/4n3/R3N3/5p2/5k1p/1P5P/P3K1P1/8 b - - 1 42,f4g3
8/8/8/1R6/4k1pp/4P3/r7/6K1 w - - 2 52,b5b7
6k1/5p2/4p1p1/7p/5PbP/5q2/7K/6Q1 b - - 3 47,f3h3
8/8/8/5b2/6k1/4K3/5R2/8 b - - 54 89,g4g5
rn1q1rk1/ppp2p1p/5Pp1/4Pb2/3Pp3/8/PPP1Q2P/R3KBNR w KQ - 1 14,e1c1
6k1/2q3r1/pp4nR/6Q1/5PP1/P3P1K1/1P4P1/8 b - - 0 42,c7d6
r2qkb1r/pp1n1ppp/2p5/3ppb2/1PPPn3/P3PN2/1B2BPPP/RN1QK2R b KQkq - 3 8,d5c4
2k2r1r/ppp1q3/3p2Rp/4p1pQ/4P3/2NPP2P/PPP4N/R5K1 w - - 5 17,c3d5
rn1qkb1r/ppp1pppp/5n2/8/2p1P3/2N2N2/PP2QPPP/R1B2RK1 w kq - 4 9,e4e5
3r2k1/p1p2p1p/1p2p2q/6b1/8/2P2NP1/PPQ2PK1/4R3 b - - 2 24,h6f6
1N4Q1/4R3/5B2/6P1/5k2/N7/8/2K5 b - - 6 61,f4g4
8/5r2/8/5b1R/P3pBp1/5kP1/1PR5/K7 w - - 3 55,h5h1
8/1p2r2p/p1pN1pk1/2Ppr1p1/1P4n1/4P1P1/1P2KPP1/5R1R b - - 9 30,h7h6
r2q1rk1/ppp1bppn/3p4/4p2p/2BnP3/2PPNP2/PP3P1P/R1BQR1K1 w - - 1 12,c3d4
r3r1k1/2pnq1p1/ppQ4p/3p1p2/3Pn3/2N5/PPPN1PPP/R3R1K1 b - - 1 16,e7d6
5rk1/8/4p1p1/1P3pb1/3P3p/1B5K/8/8 b - - 1 36,f8a8
r1b1kb1r/pp1p1ppp/1qn1p3/2p4n/4PP2/2PP1N1P/PP2B1PK/RNBQ1R2 b kq - 2 9,g7g6
r1bq1rk1/pp1nppbp/5np1/2p3B1/2BP4/2N1PN2/PP3PPP/R2Q1RK1 b - - 1 9,c5d4
3rr3/pp3k2/2p2n1p/6p1/2bPP3/1PN3B1/P4PPP/3RR1K1 b - - 0 21,c4a6
rnbqkb1r/pppp2pp/5n2/8/7P/6P1/PPP1PPB1/RN1QK1NR b KQkq - 2 8,f8b4
r1b3k1/pp2prbp/1q3n2/n3N3/8/2N5/PP2QPPP/R1BR2K1 b - - 0 14,f7f8
r1b1k2r/pppq1ppp/8/3pB3/1b6/3P4/PPP1BPPP/R2Q1RK1 b kq - 0 11,e8g8
4r1k1/5p2/1pRB3p/4p1p1/8/r3KP2/6PP/8 w - - 0 26,d6a3
3r1rk1/1bq1bppp/pp1p1n2/4p3/PPP1P3/2NQ1N2/3B1PPP/2R1R1K1 w - - 1 16,f3h4
3rr1k1/6qp/2p3p1/2Q5/1P1RpPbP/P1N1R1P1/2P5/6K1 b - - 0 28,g7d4
8/6kp/6p1/3n1pN1/P1N5/5P2/3b2PP/6K1 w - - 1 32,c4d2
8/2R4R/pk6/1p2r3/8/1PP5/P5K1/8 w - - 3 52,c7e7
r3k1r1/3b2q1/p1B2nP1/4pp2/PQ4n1/4P1P1/1P3P2/R1BR2K1 w - - 1 32,d1d6
8/7p/5pk1/3R2p1/P7/6PP/r7/6K1 w - - 2 41,h3h4
r3r1k1/1q2bppp/pn2p3/Np1pP3/1P1B1P2/P3P1PP/2R5/3Q1RK1 b - - 10 23,b7b8
r4rk1/ppq3b1/2p1p1p1/4p2p/4P1nP/2P1B3/PP1NQPP1/3RR1K1 b - - 3 21,a8e8
rn1q1rk1/2pp1pBp/1pn1p1p1/p7/3PP3/2N2N2/PPPQ1PPP/R3K2R b KQ - 0 11,g8g7
2r1r1k1/pp3p2/1q2b1pp/3pN3/7P/1pP1P1P1/P1Q2KB1/3RR3 w - - 0 22,c2b3
2k2r2/pppn4/8/4p1Rp/4p2P/2P2P2/P2N1K2/8 w - - 0 27,d2e4
rnbqk2r/pp6/3Ppn2/6pp/7P/4P3/P1PN1PP1/Q3KBNR b Kkq - 0 11,g5g4
r3k1nr/p2p2pp/1p1Bp3/3bPp2/3n4/PP1B4/K1P2q1P/R2Q1R2 b kq - 1 22,f2h2
1r3r1k/2p3pp/3p1p2/5P2/p1B1P3/2N5/3R2K1/2B2R2 w - - 0 34,c4e6
r4rk1/5ppp/6n1/8/3q4/p6P/5PP1/R3R1K1 b - - 0 22,f8b8
r5k1/pp4pp/2p2r2/2b5/3N4/2B1P3/PP2K1PP/Q7 b - - 1 22,a8f8
r1bqr1k1/pp1pppbp/2n2np1/2p5/2P1PP2/2NP1N2/PP2B1PP/R1BQK2R w KQ - 3 8,f3e5
r3r1k1/ppp1npbp/3q2p1/3pNb2/3P1P2/1P3N2/PBP3PP/R2QR1K1 b - - 6 14,f7f6
8/pp5p/2p5/k2p4/8/q6P/4r1PK/8 w - - 0 36,h3h4
1r3rk1/p4p1p/b1p3pQ/q2p4/2P5/1P1B3P/P4PP1/3R1RK1 b - - 1 20,d5c4
6k1/1bn2ppp/3p1b2/1p6/6P1/1P1K3P/8/6N1 b - - 2 44,h7h5
2k3r1/pp3N1p/2p2n2/2p5/2P1P2p/1K1Pn3/PP6/r6N w - - 0 27,h1f2
r1bq1rk1/1p4pp/p1np3n/3Np3/4Pp2/N4P2/PPP2QPP/2KR1B1R b - - 2 14,b7b5
1r1q1bnr/p2n2kp/2Qp1pp1/3Np3/4P3/4BN1P/PPP2PP1/R3K2R w KQ - 3 15,d5c7
7k/1p5p/1p6/8/PK6/2P3P1/2r5/8 w - - 0 39,a4a5
3r1rk1/pp3ppp/6q1/4p3/2Q5/5P2/PP1b2PP/R4RK1 b - - 0 19,g6b6
r4rk1/p4p1p/1p2p1pP/2p1bb2/3q4/QPNP4/P1PK4/R1B4R w - - 1 20,c3e2
3R4/p4rpk/1p5p/6p1/2P5/r2P4/5P1P/6RK w - - 0 32,h1g2
r1bqkbnr/pp3ppp/2n5/2pNp3/3p4/BP4P1/P1PPPPBP/R2QK1NR b KQkq - 1 6,f8d6
r4k2/2R3p1/4pb2/3p4/8/1r1QP2P/1q3P2/3K3R w - - 2 34,d3c2
r2qk2r/pp4pp/4pb2/3pBp2/3PN3/2PQ3P/PP3PP1/R4RK1 b kq - 0 14,f5e4
1kr5/p6p/P1R3p1/1p6/3PQ2P/6P1/5P2/5K2 b - - 0 36,h7h6
3r1r1k/1bq1bppP/7P/4p3/N2pp3/P3B2Q/1PP2P2/R4RK1 b - - 0 22,g7g6
4rrk1/pppb1ppp/3b4/3P3q/3P1Pn1/2NB2Q1/PP1B2PP/4RRK1 b - - 12 16,g8h8
rn1qk2r/ppp1ppb1/5np1/1Q3b1p/3Pp3/2P4P/PP1N1PP1/RNB1KB1R b KQkq - 1 8,b8d7
r2qkbnr/ppp1pp1p/1n4p1/1BP5/3P2b1/5N2/PP1B1PPP/RN1QK2R b KQkq - 2 8,c7c6
2kr4/pp6/2pBR3/2P2pb1/8/P1N3P1/KP2Q3/2q5 b - - 0 38,c1d2
rn1qkb1r/pp3ppp/2pppnb1/6N1/2B1P1PP/3P4/PPP2P2/RNBQK2R b KQkq - 0 8,h7h6
r4rk1/p5pp/1p2p3/4Pq2/2PR4/P7/1KP1R2P/8 b - - 0 24,f5h5
r6r/pppk1ppp/3p4/5NP1/3P2n1/2P5/PP4Pq/R1BQRK2 b - - 1 17,h2h1
8/1b3pk1/p4b1p/1p1B2p1/8/P6P/1P3PP1/3R2K1 b - - 0 26,b7d5
6k1/6p1/rbR5/1p6/3pR3/P2r4/7P/4K3 b - - 0 31,b6a5
2r3k1/2r1qpnp/1p1bp1p1/p3N3/2PP1PP1/5R1P/PB6/4QRK1 w - - 1 26,e1e4
r4rk1/2p3p1/1p2p2p/p2pP1q1/3P1p2/2PQ3P/PPB3P1/5RK1 b - - 1 24,g7g6
8/4r1k1/1R3p2/3Rn1pp/1p2P3/1P5P/6P1/7K b - - 1 39,e7a7
6k1/pp3pbp/2p3p1/P4b2/1PP1p3/B3P3/3rBPPP/5RK1 w - - 0 19,f1d1
r2q1rk1/pp3ppp/5n2/3p4/3n1Q2/P1P5/2P2PPP/R1B1R1K1 b - - 0 15,d4c2
r2qk2r/1pp1bppb/1n3n1p/pPPp4/P2Pp3/4P1N1/1BQNBPPP/R3K2R b KQkq - 0 13,b6d7
8/4kp2/p3p3/7r/2pp4/8/3K4/b7 w - - 0 40,d2e2
8/P7/8/3k1p2/2p2q2/KP6/8/8 b - - 0 56,f4c1
2r5/3q1pkp/3p2p1/8/PQ1P4/1P2P1P1/5PP1/R5K1 w - - 0 25,b4e1
r3k2r/qp3pp1/p3p1p1/1b1pP1B1/8/PR3Q2/P4PPP/2R3K1 b kq - 3 17,e8g8
r1b2rk1/pppp1ppp/8/b1q5/4PP2/2PQB3/P3N1PP/R4RK1 b - - 2 14,c5c6
4r1k1/p4ppp/8/3RbN2/2P1p3/8/P5PP/5K2 b - - 6 28,e5h2
r4rk1/ppp1qppp/2np4/6B1/3PP1b1/2PB1N2/PP3KPP/RN1Q4 b - - 5 12,e7g5
r1bk1b1r/p1p1p1pp/np1pPp2/3P4/1PP2P2/N2BR2P/P1Q3P1/R5K1 w - - 1 25,c2c3
2kr1b1r/1pp1pppp/p4nb1/n2P4/5BP1/P1N2N1P/2P1QP2/R4RK1 w - - 0 16,a1d1
r7/1ppnkp2/3qp3/p2p4/3P2nN/2P1P3/PP1NQPP1/R3K3 b Q - 0 18,a8g8
r1b1k2r/ppppqpbp/5np1/1B4B1/3QP3/2N5/PPP2PPP/R4RK1 b kq - 0 9,f6h5
r1b1r1k1/1pq1ppbp/2pp1np1/p7/3PPP2/2PB1N2/PP2Q1PP/R1B2RK1 b - - 0 12,c8g4
rn1qnrk1/3b1pbp/p2p2p1/3Pp2P/1p2P3/4BPN1/1PPQ2P1/1NKR1B1R b - - 1 15,a6a5
7k/pR3Rr1/2p3pp/8/8/2K3P1/PPQ5/6N1 b - - 3 32,h8h7
rnb2r2/p1qp1pk1/1p2p1p1/4P1Np/3P2P1/2P4Q/P4P1P/R3KB1R w KQ - 1 15,g4h5
2kr3r/pbp1n3/1p1p4/7p/2P3p1/P1N1P1b1/1P3PP1/R2Q1RK1 w - - 0 23,f2g3
3r2k1/5p1p/5bp1/3P4/2qNQ3/8/1p3PPP/1R4K1 w - - 0 34,e4e2
2q1r3/1pr3bk/p1p1p1pp/P1R1Np2/1R1P4/1Q2P1P1/1P3PP1/6K1 w - - 4 28,c5c4
8/1R6/1p2q1k1/p7/8/6P1/6PK/8 w - - 0 40,b7b8
r1bqnrk1/pp3p1p/2n1p1p1/3pP3/3P4/2BB3Q/PP3PPP/R3K1NR w KQ - 0 12,h3h6
r2q1rk1/pbpn2b1/1p1ppn1p/4P1p1/8/2N2NB1/PPP1BPPP/R2Q1RK1 b - - 0 13,d7e5
2kr3r/1pp1qp2/p3b2p/3p4/3Qn2N/2PB2BP/1KP2P2/R6R b - - 0 23,h8e8
r4rk1/4bppp/pq2pn2/1pn5/3N4/1P2P3/PB1NQPPP/2R2RK1 w - - 3 16,c1c2
r1bqkbnr/pp4pp/2n1pp2/3p4/4PP2/1Q5N/PB4PP/RN2KB1R b KQkq - 0 10,f8b4
5rk1/pp5p/3p1Q1b/2p1n3/3PP3/3P2p1/PP5P/R1BB2K1 b - - 0 22,f8f6
1rbr2k1/p4ppp/1pN5/3n4/8/P3P1P1/1P2KPBP/R6R b - - 2 19,c8a6
8/p2k4/1p2p2R/3bB3/6r1/1P1BK1P1/P4P2/8 w - - 9 38,h6g6
rn4k1/pb1pn1pp/1p2prq1/3p4/3P4/2NB1N2/PPP2PPP/R2Q1RK1 b - - 1 13,e7f5
r1bQkbnr/p1n1pppp/1pp5/8/2P5/2N5/PP2PPPP/R1B1KBNR b KQkq - 0 6,e8d8
rq2r1k1/1bp2pbp/pn1p1np1/3Pp1B1/PP2P2N/2NB4/3Q1PPP/R3R1K1 b - - 6 17,c7c6
8/1p6/p2n1kp1/4p2p/1P1q4/P2p1B1P/3Q2P1/5K2 w - - 0 40,g2g4
r2qk2r/b1pb1pp1/2pp1n1p/N3P3/3P1B2/2P2N2/PP4PP/R2Q1RK1 b kq - 0 13,f6d5
8/4nkp1/4p3/3p2P1/1P1P4/5K2/8/8 w - - 1 43,f3g4
r4bkr/pp4p1/3np2p/2p2q2/5PN1/1Q5P/PBn3P1/5RK1 w - - 0 22,g4e5
r2qkb1r/2p1ppp1/p1n4p/1p6/3Pb2B/1B2PN2/PP3PPP/R2Q1RK1 b kq - 1 11,c6a5
r3r1k1/p1q2pp1/1p2pn1p/3pb3/3P4/1NPQ3P/PP3PP1/R3R1K1 w - - 0 17,d4e5
r2q1rk1/1pp1npp1/p4n1p/4p3/P1Pp4/3P1PP1/1P1Q1P1P/R2NK1R1 w Q - 1 17,a4a5
1r3q2/4p3/pp2k2n/2n2p1B/2P4P/P3P3/1Q1P1P2/R3K2R w KQ - 2 25,e1e2
3r2k1/5np1/2R5/4p1p1/8/8/8/6K1 w - - 0 40,g1g2
2r1k2r/ppqbnpp1/4p2p/3pn3/3P4/2PB1N2/PP2QPPP/R3R1K1 w k - 0 17,f3e5
3R4/8/5k1p/1p1p4/2p1rP2/P1P2K2/1P2p3/4Rb2 b - - 1 42,f6e6
r3kb2/ppp3p1/3p1p2/8/3nPp2/1BNP1p2/PPP2P1r/2R1K1R1 w q - 0 21,c3d5
r1bqr1n1/pp1n2kp/2p1p1p1/3PP3/3P4/2N2N2/PP1Q1PP1/R3KB1R b KQ - 0 13,e6d5
2k5/ppp2p2/4b2p/4P1p1/2P3P1/Pq1rQ2P/1P3B2/K1R5 w - - 3 32,e3c5
1r1q1rk1/p3pp1p/n2p2p1/2pP4/4P1n1/2b2N1P/PP3PP1/1RBQR1K1 w - - 0 14,h3g4
5rk1/6pp/p1r1p1p1/3p2Pn/3q1P1P/2B1P3/PPP5/R3K2R w KQ - 0 21,c3d4
8/3k4/5p1R/2p1p3/3nP3/4K3/8/8 b - - 5 57,d7e7
8/4k3/4Pp1p/5P1p/P7/2q4P/5RP1/6K1 w - - 1 51,a4a5
6k1/p4ppp/5n2/8/1pN2N2/1P2P1P1/P1r2P1P/3R2K1 b - - 2 25,g7g6
r3kb1r/pp1b1ppp/1qn1p3/1N1pP3/8/3B2P1/PP3P2/R1BQR1K1 w kq - 3 14,d1h5
r4knr/p4p1p/2B3b1/4p3/6P1/P1B5/1PPK3n/R7 b - - 0 22,a8c8
8/8/p1R1rk2/1p6/2p1p3/P7/1P2KP2/8 w - - 7 44,c6c8
r4rk1/4b1pp/2p1b3/p3pp2/2P5/6N1/3N1PPP/R2R2K1 w - - 0 19,d2f3
r1b2rk1/1p3pp1/p1nqpn1p/3p4/3P4/2NBPN1P/PP3PP1/2RQ1RK1 b - - 3 12,c8d7
3rrbk1/1p1q1ppp/5n2/pNp5/2P1p1b1/PP2P1P1/1Q1N1PBP/R1R3K1 w - - 2 21,a1a2
2bqr1k1/nr4bp/3p2p1/1p1P4/1P2p1P1/P3BP2/3QN3/2R1KB1R b K - 1 20,e4f3
2r1r1k1/3b2p1/p2q4/1p1p2B1/3Pp1P1/2P2p2/PP2Q2P/R4RK1 w - - 0 30,e2f2
6k1/ppr2pp1/4p3/8/6p1/1Pb2R1P/P3QPPK/1q6 w - - 0 32,e2b5
8/8/8/3p4/3P2b1/2B3P1/1Pk2K2/8 w - - 4 58,f2e3
r2q1rk1/p4ppp/2b1p3/1pbpPn2/1P6/P1N2N1P/2P2PP1/R1BQ1RK1 b - - 0 13,d5d4
2kr3r/ppp2p1p/3p2p1/3P4/2P3P1/8/PB2nPP1/R4RK1 w - - 3 20,g1h2
2r3k1/p5pp/4Np2/1p2pK2/1P6/P1n1PP2/6PP/R7 b - - 3 36,g8f7
rn1qk2r/1pp1ppb1/p2p1n1p/6p1/3P4/2NbP1BP/PPP2PP1/R2QK1NR w KQkq - 0 9,d1d3
6k1/pp2rp2/6pp/P7/1n1K3P/6P1/8/8 b - - 3 39,b4c6
r3N1k1/p5pp/5n2/2b3q1/2p5/3p1PPP/PP3Q2/3R1RK1 w - - 1 26,e8f6
r1bqk2r/ppp1nppp/1b1p1n2/3Pp3/PPP5/5NP1/1B2PP1P/RN1QKB1R b KQkq - 0 10,a7a5
1r6/ppq1kp1r/1npNp1p1/4P1p1/1R1P2N1/3QBP2/P5PP/6K1 w - - 3 26,e3g5
4n3/1pp5/p3k1p1/4Bp1p/P4P1P/1P1KPP2/8/8 w - - 4 30,b3b4
r1b1kb1r/pp3ppp/5n2/n2pp3/8/2PB4/PP1P1PPP/RNB1K1NR w KQkq - 0 9,g1e2
r3r1k1/2q2pb1/pp3nb1/2p5/2P1p1p1/1PN1P3/P1QNBPP1/R4RK1 b - - 1 24,g4g3
1b4k1/2qn1pp1/pp2p2p/8/1P1Nn3/P2QPN1P/1B3PP1/6K1 b - - 4 28,c7b7
r1b2rk1/1p3ppp/2n1pn2/3p4/2pP1B2/2P1PN2/P1BN1PPP/R5K1 w - - 1 16,a2a3
rnbqkb1r/pp3ppp/4p1n1/3pP3/3p2P1/2P4P/PP3PQ1/RNB1KBNR w KQkq - 0 9,f2f4
2r2rk1/1p2qpp1/p1npbb1p/8/4PR2/1NNB3P/PPPQ2P1/3R3K b - - 0 16,f6g5
2rq2k1/5rp1/1p2ppNp/p6P/P2nP3/4Q3/1P3PPB/R4K2 w - - 0 30,a1d1
r1b2rk1/3nqppp/4pn2/P1pp4/P2N4/2N1P3/5PPP/R2QKB1R w KQ - 0 14,d4b5
8/4kppp/1p2p3/p2p4/P2P2P1/1P2NPP1/2R4K/8 w - - 3 39,c2c7
r1bqrbk1/1p3pp1/p2ppn1p/n7/1P1PP3/2N1BN1P/P2QBPP1/2RR2K1 b - - 0 14,a5c6
2kr2nr/ppp1qpp1/2n4p/2bNP3/5B2/3B1Q1P/PPP3P1/R4R1K b - - 3 15,e7e6
5r2/p3n1kp/1p2pNp1/3q4/3p1PP1/3P4/PP4QP/2R2RK1 b - - 0 30,d5g2
r3r3/1p3k2/2p2npp/p2p4/3B2P1/1P2PP1P/1P6/2R2RK1 w - - 1 28,g1f2
6r1/ppp5/3P1k2/8/5p2/3R3P/q5P1/3R3K w - - 0 31,d3d2
r2qk1nr/pb1nppbp/1p1p2p1/2p5/4P3/2NP1N1P/PPPBBPP1/R2Q1RK1 b kq - 0 8,a7a6
6k1/2p2q2/4Qn2/7p/Pp1P4/6NP/1P4PK/R4R2 w - - 1 34,e6f6
8/8/8/1p6/1Q2K3/P7/k6B/8 w - - 3 60,h2g3
r1b2rk1/pp2ppbp/2n3p1/q1p5/3P4/2P1P1P1/P3NPBP/R1BQ1RK1 w - - 6 11,a2a4
2k5/ppp2ppp/5p2/2N2r2/8/8/PP3PKP/R7 w - - 2 23,c5e4
1k2r2r/p4pb1/1p6/1p2q3/8/2P1p2P/PP2BP2/2KR3R w - - 0 25,f2f3
r1bq1rk1/1p2bpp1/p3p2p/3pP3/4BB2/2P2N2/PP1Q1PPP/R4RK1 b - - 0 15,d5e4
r1bq1rk1/ppp2ppp/2n2n2/8/2p5/1P2PN2/P2B1PPP/Q3KB1R w K - 0 11,f1c4
r3r3/ppp3kp/2npBnp1/5p2/3P4/8/PPPQ2PP/2KR3R w - - 1 20,d4d5
8/Q2pk3/7p/3b1pp1/8/3B1P2/5KPP/2R5 w - - 0 45,a7c5
r2q2k1/pp1b1rpp/2pn4/4R3/3Q4/2P5/PP1P2PP/RN4K1 b - - 2 21,d6f5
8/8/1kr3p1/1p2Rp2/1P3P2/2K3P1/8/8 w - - 12 59,c3d4
r2q1rk1/1ppnb1pp/p2pbn2/4p3/4P1P1/2P2N1P/PP1N1PB1/R1BQR1K1 b - - 0 12,d7c5
6Q1/p7/N1kq4/5B2/6pb/5P2/PPP3P1/2KR4 w - - 2 31,g8e8
5Q2/5p1k/6pp/8/pn6/5P1P/PP4PK/3q4 w - - 6 38,f8f7
r4bnr/1p1k2pp/p1n5/2p1Pp2/4pB2/2N5/PPP2PPP/RN2K2R w KQ f6 0 12,b1d2
